filename,text,label
subject35,"En serio , en el grupo que estaba una reportera colombiana En todo el grupo que estaba se habían infiltrado Alguien por favor me explica cómo es hacer el ayuno de 16/8 por favor perdón es que no entiendo manos en oración cara de por favor Por ejemplo acabo de terminar de cenar y ya son 6:34 entonces mi siguiente comida sería a las 12 pm Aaaaa muchas gracias ! ! ! corazón blanco cara de por favor oigan acabo de darme cuenta que me eliminaron de la otra cuenta cara decepcionada solo di mi opinión sobre cuando una chica insistía sobre unas pastillas , de que no debería de tomarlos porque una mala dosis podria causar daños , de que mejor optará por ejercicio y dieta dije algo malo ? No recuerdo bien creo que era Ana y mía cara desanimada Oww la chica estaba pidiendo dónde comprar esas pastillas solo le dije que una mala dosis de esas pastillas podría hacerle daño , y que mejor optará por dieta y ejercicio talvs eso fue cara desanimada Sii si la chica estaba pidiendo esa pastilla y de metformina yo solo le dije que no debería optar por las pastillas , mejor dieta y ejercicio Dije algo malo ? ? cara de por favor Yo solo la recomendé que no comprará esas pastillas Puede ser cara de por favor la verdad estaba que pregunte y pregunté por eso le dije que no debería optar por las pastillas Muchas gracias corazón blanco As algo así como ejercicio nada más hasta entrar en calor a mí me ayuda mucho , porque siempre sufro con la presión baja o cuando hago ayuno , me ayuda mucho hacer eos ",1
subject208,Buenos triceps hacen así jajaajajajajaja Lo utilizas para que exactamente ? Mmmmm tarta de queso fit ... Yo estoy ahora en dieta bajas en grasas y eso bff imposible jajaja Expulsarlo es lo mínimo q le haría yo Medio zombie pero aquí estoy Porque en el fondo te gusta que ten por culo cara llorando de risa Jajaja perdón ha sonao un poco mal Cada vez que habla lo leo dos veces mono con la boca tapada mono con la boca tapada Si no soy lo suficientemente hater pa q me hablas A Leticia no le gusta esta foto cara llorando de risa Bon día baby's sol sol sol sol La de la otra noche era más anima cara revolviéndose de la risa más bailable Esta es bailar pegados es bailar Pero porque estoy metida yo aquí en medio cara sonriendo con sudor frío mono con los ojos tapados Q alguien me lo explique cara revolviéndose de la risa cara revolviéndose de la risa cara revolviéndose de la risa Pero explicarme no me dejéis con la duda Me metéis en unos embolaos sin yo estar aquí No me acuerdo de haberme juntado con nadie mono con los ojos tapados Además a ti te pega más Que es el complejo Pokémon ? Eres nuestro Pokémon preferido Solo te puedo decir eso 🤷🏻‍♀ Con esos ojazos y ese cuerpo quien puede decir q no cara sonriendo con ojos de corazón cara sonriendo con ojos de corazón cara sonriendo con ojos de corazón Te cambio el culo y soy feliz Voy a ver si como algo amores Si hay algo de salseo llamarme Porq es la de juanmanue cara revolviéndose de la risa Tenemos un buen ejemplo Dios mio quiero probar eso Te dan comisión no ? cara llorando de risa Cuando decís mete volumen que significa que haga superávit de calorías y que coja peso y ese peso con el entreno se convierta en musculo ? Buenos días sol sol corazón rojo A que rutina vuelves ? Pero tampoco creo que diario 7 días a la semana sea necesario Jajaja bueno creas el hábito que es lo importante bíceps flexionado Yo ahora tampoco puedo ir no puedo coger peso en 3 semanas así que ... Intento hacer un poco de cardio suave cada día cara llorando fuerte Me dijeron q era recomendable q no 🤷🏻‍♀ hasta q no suturara y cerraran las heridas del ojo Aunq sentadillas y zancadas y algunas cosas suaves hago cara sonriendo con sudor frío Gracias corazón rojo Y tu a darlo todo ! ! ! Buenos días sol cara sonriendo con corazones Que precioso cara sonriendo con corazones Yo hago el bautismo el mes que viene AMO BUCEAR cara sonriendo con ojos de corazón pero no lo echo hasta ahora porq me daba un poco de telele Genial gracias cara sonriendo con ojos de corazón Estoy deseando hacerlo pero la cosa de respirar por el oxígeno y tal es lo q me paraba los pies Ai que ganas cara sonriendo con estrellas gracias por los consejitos ya te contaré mono con la boca tapada Oye que a lo mejor estaba bueno y has descubierto un café innovador cara revolviéndose de la risa cara revolviéndose de la risa cara revolviéndose de la risa Ainara se cuida mucho no hay más q ver sus historias de comida cara babeando cara babeando cara babeando ,0
subject273,"Mola pulgar hacia arriba Jajajajajajaja ostiaaa menudo palillo Una pregunta chicos ... he estado hablando con un dietista porque con la dieta que tenía de 3.500 calorías no conseguía subir de peso y me la ha subido a 3.700 . El problema es que si antes me costaba consumir tantas calorías , ahora me es imposible . Intento tomar batidos y de forma líquida ... pero el estómago no se adapta . Cuánto os costó acostumbrar al cuerpo a comer mucho ? Los batidos que estoy tomando ahora son de los típicos mass gainer Holaaa mano saludando Tengo mucho arroz , mucha pasta y mucha legumbre en la dieta . Al ser nutricionista , entiendo que sabe lo que hace ... pero ufff intentó acostumbrar al estómago pero por ahora no lo consigo . Uff jajajajaaj me veo igual ... es una putada tener metabolismo rápido Es un preparado gainer de 50 gr carbohidrato y 31 gr de protes por cada 100 gr Compré el de my protein Pues un cazo justo después de entrenar y otro a la hora . Después me empacho como un pavo en la cena Entonces en teoría el batido no me tendría que dejar lleno ? Leche , tostadas con crema de cacahuete , jamón serrano y fruta Ahh vale ok pulgar hacia arriba Voy a mirarlo pulgar hacia arriba gracias Tienes suerte jejejeje la verdad es que estoy flipando un poco no subir con 3500 calorías Tomo nota pulgar hacia arriba pulgar hacia arriba fermentada es más facil de digerir ? sabes un montón de plantas medicinales cara angustiada tienes algún libro o enciclopedia interesante ? y yo que al principio pensaba que esto del culturismo eran 4 chorradas y ya está cara llorando de risa cara llorando de risa hay que saber mucho del cuerpo humano Esta chulísima ehh jajajaja Según el IMC eso ya es sobrepeso jajaja Bueno en volumen hay que convertirse en osito si o si Pues tener un físico tipo jugador de rugby tampoco está mal en mi opinion Pues tío sea uno u otro ... mucho ánimo y consigue el objetivo que más feliz te haga Si si ... me quedé flipando cuando descubrí que la mayor parte del cola cao o nesquik es puro azúcar ... y lo venden para niños ! ! Debería estar prohibido Me recuerda a que en unos últimos programas de Masterchef que ven los niños estaban publicitando Nutella La industria alimentaria al fin y al cabo tiene que sacar beneficio Ufff ... hay poco sentido común Y después ponen un montón de trabas para adoptar ... no lo entiendo Jajajajjaja yo tengo 24 ... y no me planteo tener hijos por ahora con la inestabilidad social , económica , etc ... que hay Y esto está lastrando mucho la natalidad Ahora si tengo un hijo y me dice a los 16 que quiere empezar en el gym , le dejaría ... no como hicieron mis padres cara sonriendo con sudor frío cara sonriendo con sudor frío cara sonriendo con sudor frío esa es otra jajajaja si es como el chocolate negro ... tiene que estar genial cara sonriendo con ojos de corazón cara sonriendo con ojos de corazón Es eso ... pero mis padres pensaba que en un mes estaría como Schwarzenegger y que las proteinas era como tomar esteroides casi Ya ... suelo tomar el de 75 o 80 % Te comes directamente las hojas ? ? ? En serio hay gente que se come eso ? En plan , piensan que el famoso también lo consume ? te lo pregunto de Fran a Fran cara sacando la lengua y guiñando un ojo ya ... la gente come muy mal y también es otro problema que cada vez hay gente obesa ( no con simple sobrepeso ) que les da igual su salud e incluso están orgulloso de tener barriga , etc .. eso tampoco lo entiendo mono con los ojos tapados Es dificil sin saber el peso ... pero creeis que está editado el vídeo ? Lo mismo pienso jajaja Ostras ! daminillas te sigue ... buen chaval , me cae bien jajaja El tío estaba tochisimo en la peli ",1
subject19,"¡ hola ! soy ana , no sé mi peso actual pero creo que está entre los 75-78 kg . mi peso meta son los 71kg y tengo 15 años . espero llevarme bien con todes . digo , si no es incómodo . no te preocupes , lograrás bajar , ¡ ánimo ! <3 3 éso , todes estamos en la misma posición . <3 wow , ¿ eres tú ? ( la de los vídeos ) ah , pero la chica está preciosa : ’ ) ¿ cómo consiguen los stickers ? son muy lindos : ’ ) estás re bien , sigue así : ’ ) en instagram ya que mi día es un tanto aburrido , ¿ ustedes ? linda noche también para ti <3 dos litros o no más de 4 litros mmm pues a mí mal ); puerto rico , tú ¿ puedes iniciar con bajar el consumo de calorías cada alimento tiene la información de nutrientes detrás del empaque , ahí dice cuántas calorías tiene el alimento o también puedes buscar en internet cuántas calorías tiene cada cosa les has dicho que es “ mentira ” ? ): hola , perdón por mi ausencia . mi mamá descubrió que tenía telegram así que lo desinstalé por un tiempo para que no viera los grupos ): gracias corazón creciente ",1
subject224,"Antes por que era sofá caballo y rey , ahora por sobra la inffo Toma y dale Tanto cuestan las pesas ? Cuerpo trabajado pulgar hacia arriba Algo más de volumen Y en 1 mes no se te puede notar mucho Come y entrena duro y ten paciencia y verás resultados Ahí un montón de vídeos que te dicen que ahí que bloquear las piernas en prensa no ? Te estarás haciendo de oro . ! Luuu eres súper borde Eres la sargento del grupo Mejor endurecer manos cara revolviéndose de la risa Claro si es por que se te resbala guiiii . ! ! Tendrá más agarre Que paso . ! Tiene lógica si se te resbala la barra y eso te da más agarre tienes razón No mal interpretes . ! ! JeFa Yepaaa ya soy uno más cara sonriendo No se lo que quiere decir hit , pero te diría que si eres principiante haciendo deporte el que sea que vayas poco a poco cara revolviéndose de la risa cara revolviéndose de la risa cara revolviéndose de la risa fuego Cada vez que me asomo , leo esto y me alegra el día Si también dicen que la coca te activa y te hace entrenar más fuerte Buenos días , consejo para pillar técnica en levantamiento de peso muerto Como que arrastra la barra por la tibia No tengo insta no puedo verlo , voy a ver si le encuentro n YouTube . ! cara revolviéndose de la risa cara revolviéndose de la risa cara revolviéndose de la risa 🫡 Joder , cuánto tecleáis joder Pues al revés mucho mejor el frío Luego ya no respira cara revolviéndose de la risa Buena técnica pra ser tus primeros pulgar hacia arriba Y depende el tiempo de descanso entre serie y serie Depende el cuerpo m , cada uno evolucionamos de una manera Entrena por que te gusta y no te obsesiones de los resultado Por qué son son inmediatos y es una carrera de larga distancia Ánimo . ! ! ",0
subject232,"Sí siempre la suelo meter Si tienes tiempo y te va bien guay , en mi caso hasta ahora hacía solo de 5 días , empecé con una de 4 dias y me está yendo muy bien , ya veremos si para el año que viene no tengo que hacer compra nueva de ropa Ayer me tocó y no sé para qué me molesto en hacer gemelo ... Sabéis donde hay ejemplos de dietas entre 2500 - 3000 kcal ? Quiero ponerme un poco en serio con esto y me gustaría ver algo orientativo . Vale gracias , doy la vuelta al pueblo como las señoras y lo miro Se me ha fatigado el cuerpo al verla La mejor , tiene muchos nutrientes Mira Jeffrey Dahmer estaba fibrado y comiendo carne de humano Un amigo me envió esto para calcular , me quiero poner más enserio y me ha servido bastante Me doy cuenta a veces jajajja Claro , nadie nace aprendiendo Me recuerda a una rutina que vi en algún lado que era de Angel . Push - Pull - Pierna - Torso Alguien de Córdoba va al gym de la Torrecilla ? Has borrado justo cuando he contestado cara llorando de risa A mí me ha ido bien en épocas de estrés Yo estoy con una división : L pecho y brazos , M espalda hombro , X Piernas y V fullbody Me está yendo bastante bien En archivos hace mil años subí una rutina que hice con bandas en cuarentena Sí , no tengo más de él Hoy solo me toca ese de analitico de femoral , el viernes mejor No me gusta mucho esa máquina , a la hora de meter la rodilla ahí se queda en muy mala posición Eso he estado buscando hoy , hay un canal en Youtube creo pero mejor que nos lo diga alguien de aquí Buenos días girasol Pechito , bíceps y tríceps ",0
subject3,hola soy nueva cara radiante con ojos sonrientes ok ya me presentó hola soy azzu soy Ana Peso : 55 meta : 46 tengo 18 años gracias corazón rojo yo no cené así que me comí una manzana jeejeje que buenos concejos yo no sabía eso ah cara radiante con ojos sonrientes lo intentaré jeje aver si funciona conmigo para mi es fácil x2 mi mamá se enoja cuando no como si mall pero bueno son así jeje 🤷‍♀ cara sonriendo con sudor frío yo me siento mal porque me hermano me empezó a decir que soy fea y todas esas cosas me puse a llora ya me doy asco yo misma loco por eso hago esto para después demostrarles a tod @s lo que puedo lograr holaa cara radiante con ojos sonrientes corazón rojo yo hacia ejercicio cara sonriendo con los ojos cerrados cara de bostezo soy azul de Argentina y tengo 18 cara sonriendo con ojos sonrientes y qué hacen ? cara feliz con ojos sonrientes por hacerme un mate cocido con dolor de estómago :( sisi ya se me paso ,1
subject147,"Antes que nada aclaro , no es broma Si tengo tremendas ganas de masturbarme conviene antes o después del gimnasio Repito no es broma Y para que es el.grupo Yo he sido respetuoso No pero presumes que es algo para tomarlo como risa Calculo que si gastó esa energía ahí no necesitaré hacerlo entonces Aunque a veces después del gimnasio vengo más recargado de energia Le pregunté a mi monitor Me dijo que me puede costar mas ya que pierdo energía y minerales , más que nada fósforo Y que no le de nunca más la mano Tengo otra pregunta seria Que comer luego de enterar duro Un ejemplo de eso ? No have falta que me meta me duelen las nalgas de tanto ejercicio Eliminenlo por tener voz de niña Muestrame tus pechos de alien lu Cuanto tiene ahí ? 40 kilos ? cara llorando de risa cara llorando de risa cara llorando de risa Sólo bromeó no te enojes De bicep mi máximo es de 20 por lado , pero series cortas de 4x10 A mi superiores es lo que más me cuesta , hombro no tanto Y piernas las tengo bien por suerte Años de jugar rugby y correr Aquí fútbol americano no existe El 60 % es futbol , luego 10 % rugby , 10 % handball , 10 % basket y 10 % el resto Ya sea natación y algún otra.actividad Tampoco se practica baseball aca Te voy a dar tal patada que vas a sentir que metiste los dedos mojados con zapatos de acero en un enchufe de 380 volts ",0
subject110,"Este es el grupo oficial ? Me pasas el original ? Yo estaba antes pero me sali Alguna sabe como puedo bajar las medidas de mi brazo cara llorando fuerte Y de verdad lo veo muy grande Tomar proteína de soya esta bien ? Tome un batido de banano , proteína de soya y naranja Todo es bien verdad Saben si la mojarra tiene muchas calorías ? Crees que es mejor frita o al horno ? Tipo dicen que las dos tienen las mismas calorias , pero no se cual es mala Es normal empezar a tener dismorfia corporal Eso es un efecto de ana verdad Rulo eres la admin de ana y mia tips ? Creem que ir a un sauna ayude en algo ? Lo que me ayudo a mi a tener disciplina fue una carrera de kilos , la tabla de rulo me ayudo bastante ya que cada fin de semana se la pasaba y me servía ver como cumplía con llevar bien esa tabla Suena muy competitivo , pero te da satisfacción ver como logras cumplir cada dia esas pequeñas cositas por bajar junto con otras personas Esra semana he estado super juiciosa Desde hace mucho estaba en un siglo de atracones pero esta semana apesar de estar fuera de mi casa he echo ejercicio y lo bueno es que me gusta Aparte de que q pesar de estar con mi familia he comido poco y sin restringirme nada lo que me a quitado la ansiedad por comer Si se me cae bastante Son mejores las infusiones o el te ? Siempre que tengo atracones mis muslos se vuelven a juntar Es lo que mas me cuesta bajar Y eso que últimamente he tenido bastante atracones Aparte de la dismorfia me tiene bastante mal Normalmente se controlar el hambre solo que últimamente no se que me pasa Ayuda , no puedo dormir Me hice exámenes del esófago Y lo tengo super mal Yo voy con una Apesar de que hace menciones de comida , siempre le doy respuestas normales como lo que supuestamente me gusta y es rico De echo un dia le dije que me esforzaba y ella me preguntó por comer ? Y yo en mi estaba tipo al contrario me esfuerzo por no comer Pero la evadi diciéndole en las otras cosas en las que me esforzaba Lo que pasa es que siempre me a costado hablar de como me siento así que me reservo a cualquier dato que me exponga Creen que si como huevo por una semana estare bien Tipo un huevo al desayuno , almuerzo y comida Combinado con un banano Por eso no vomitas Creo que en el blog te explican porque el hacerlo inclinada ayuda Además de que debes de tomar agua para que se te facilite No soy muy experta porque jamas me gusto ser mia ya que me frustraba cuando no podia vomitar :( Saben como subir la temperatura del cuerpo ? Yo llevo una semana de atracones Alguna le dio algo en el esófago ? Yo empece a sufrir del esófago y ahora todo lo que como me se me va para el esófago Hacia mucho no tenia atracones Pero últimamente no me dan ganas de nada Estaba apunto de llegar a los 50 y subi otra vez a los 55 ",1
subject239,"La fotopolla ahí a lo aleatoria Ruleta rusa de pene Es todo un complot Lo que pasa que es hipertenso Yo soy un romantico Lo mismo regalo una rosa que una palmera de choco A mi con esto me da una embolia A mi no me metas Con silenciarlo ya esta Jajajajajaja deja la testo El pecho esque cuando haces deporte y dieta A pues yo si lo hago eso , no llena , pero sueltas el veneno cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa cara llorando de risa El quad es la forma que tiene el mundo del automóvil de identificar al tonto del pueblo Tu te escapas porque eres adorable Jejejeje camino del olympia A mi no me echéis ! ! ! Esque se lleva diferente Eso es lo mejor , yo se la pongo a los perros Ahora en casa ya Y te dolerán igual Pero estaras más fuerte Luego cuando estés fuerte Debes probar el blanqueamiento Arreglando me una uňa Ser artificial cara llorando de risa Pero no enfoques el suelo Esta claro que no cara llorando de risa Vivan los gordos ! ! Que me dan de comer Yo soy un flaco Me comprao una bici Se la he comprao al dueňo de la nave donde compro el pienso de los perros Es de 29 "" y el tío mide 1 ' 50 Me dice ... Tiene una semana y veo que me va chica Le digo , cuando te has dao cuenta cuando no llegabas a los pedales no ? Jajajaja Jajajajajaja se la he comprao al de la tienda de animales Todavía no la tengo Entonces no me la da Jajajajaja yo no soy malote cara llorando de risa No claro , el tío no tiene una nave de regalar bicis cara llorando de risa cara llorando de risa Lo mejor esque esta nueva Y creo que me metera a currar alli Bueno hoy también a un primo mio lo ha pillao una furgoneta U a cosa por la otra Te enseňan una pistola y te meas encima jajajajajsjs Bien ! ! En casa ya Que en cuanto me siente me duermo A las 3 , : 30 en pie Yo creo ye ahí esta la clave , bebe más a menudo Mi plan hace aguas ",0
subject12,Holi me presento Soy cartof tengo 15 años are 16 la última vez que me pese fue hace bastante desgraciadamente pesaba 68 ' 4 mi meta final es llegar a los 50 soy mía Que tal lo llevan Holii ya las leí con respecto la 13 no soy mayor de edad cara sonriendo con sudor frío tengo 15 para 16 X2 el confinamiento me está fastidiando Valep corazón morado Yo llevo algo mal lo de estar encerrada con mis padres aparten me obligan a comer Pero estoy compensando haciendo mucho deporte Yo me tumbo en el suelo ates de dormir a hacer abdominales y intento hacer ejercicio por la mañana Que haces con la silla ? ? Pues voy ha hacerle una tarta de cumpleaños a mi padre y me alegra por qué me gusta cocinar pero no quiero comer :( Como la sensación de comer ? Otra cosa que funciona es ponerle algún sabor desagradable y no tóxico así no querrás comer Obviamente si solo lo comeréis vosotras Por ejemplo yo aveces cuando se que necesito comer pero no me quiero pasar le echo picante a mí comida Mascar hielo también sirve xd a mí lo de masticar y escupir no me sirve ,1
subject106,"Como estan ! Me pueden ayudar a llegar a mi meta ? cara desanimada Gracias ! ! ! corazón rojo Lo que pasa es que me obligan a comer y ademas estamos en la cuarentena y demasiado me aburro y termino comiendo cara llorando fuerte cara llorando fuerte cara llorando fuerte Me podes pasar dietas para empezar ? Cuando puedo no como nada por el dia , pero cuando me obligan ... Muchas veces hago eso , pero suelen hacer comidas por la noche ... No , no me dejan Es posible bajar 8kg en 15dias ? Se que pido mucho , pero me contento con 30 dias xd Cuantos kg puedo bajar con eso ? Una amiga bajo 5 kg ayunando por 9 dias sin hacer ejercicios Y laxantes naturales ? Ya me pasaron muchos pero nunca me funcionan cara desanimada Eso me paso la última vez que me fuy Oki , y que ayuno / dieta me recomiendas ? Oki ... Gracias corazón brillante chispas Gracias corazones giratorios corazones giratorios Www voy poner picante ya que no me gusta Thank corazón brillante corazón brillante corazón brillante Una pregunta mas xd Mi profesor dic que si bajo hasta 40 me muero , es cierto ? Hielo no me sierve xd cara neutral No creo que llegue a este punto Wowwww ! ! ! Como podesss ? ? ? cara de confusión Estoy ayunando ... Pero como estoy empezando solo estoy haciendo de 1 día , luego como algo y mas 1 dia ... Pero hoy mis padres van a comprar pizza y si o si me van obligar a comer ... Asi que Mia me tiene que esperar en el baño ekside ... Quiero estar con 40kg hasta volver las clases ( creo que en septiembre o algo asi ) Sisi corazón con flecha Ya comi ... Pero no conseguí vomitar todo cara llorando fuerte Ahora voy ayunar por 2dias y si es que puedo , mas corazón brillante chispas Bienveni Beth corazón rojo cara sonriendo con ojos de corazón Holis xd ... Yo tenia 60kg ahora 52 ( estaba con 51 cara llorando fuerte cara llorando fuerte ) Puedes hacer ejercicios . Te paso los mios nube 200 abdominales nube 30 flexiones nube 100 sentadillas nube 10 minutos cardio nube 1 minuto plancha ( 3vs ) ... corona Ayuno algunas veces ( no hago muchos ejercicios , solo lo que puedo ) ... Tips : cerezas Comer y no tragar cerezas Comer hielo cerezas Chicle sin azucar cerezas Mia cerezas Estar en mi habitación , asi no veo la comida y no deseo cerezas Si me voy en la cocina , busco no mirar las comidas xd cerezas Tomar 2litros de agua ( no mas , mucha agua es daniña ) cerezas Veo barbie xd , asi veo su cuerpo y no como cerezas Tomar cafe sin azucar ( ayuda con la hambre ) Weno , yo solo cuando llegue a los 40kg Y eso es bueno ... Ose ayer empecé ayunar y quiero seguir por 2 dias ( porque nunca hice ayunos tan largos ) Luego como algo y sigo por 3 dias Nunca hic mas de un dia Yo estaba ayunando desde viernes , pero ayer compraron pizza y comi xd ( vomite despues ) y ahora empeze otra vez X2 ! ! ! Siento que no sale todo ! Ayer empecé una dieta : media manzana por 13 dias xd Creo que puedo bajar como 5kg Ayer no mas empeze xd ... No tengo tanta hambre ... Tenemos que entrar en el otro grupo ? Cuantos kilos decis que puedo bajar ? Puedo enviar foto de lo que me aparece ? Ese tenemos que responder ? Si , pero me dice que no es compatible ... No dice ser invalido Me podes pasar en pv una foto del archivo ? ! Porfisss ... O en el grupo ( por si no le abre a alguien ) Solo este ... Pero ya c que dieta voy hacer ... Gracias corazón azul corazón naranja corazón morado Eres una buena staff ! ! corazón brillante Man hoy comi 2 bananas y una manzana me quiero matarrrr Puedo comer otra banana ? cara radiante con ojos sonrientes Me explota la cabeza O hablar para olvidar ? ",1
subject151,"Entré al grupo por la descripción Estoy buscando comunidades con interés por el gimnasio , fitness , etc Pero veo que acá comparten más como amigos cara estupefacta La verdad no entiendo las conversaciones entre Lu , TIPSBESTIALWS y Julian fit O quizá yo no lo sea 🏃🏾‍♀ salir corriendo Soy de Rep . Dominicana Entiendo que si , es por sus nacionalidades Ahora leo .. soy de RD y dónde será que viste eso cara sonriendo con sudor frío Ahhhh ... ahora entiendo ! Jajajjajaja Ojalá la pases bien ",0
subject203,"Y lo has probado ? Yo es que tengo un sueño muy ligero , poco profundo Tomo nota , gracias no lo conocía Yo me tomo una tila doble Pero vamos que soy un meneaculos nocturno A urgencias , es lo más efectivo Si se te hunde el pecho y no es para ir a urgencias tú me dirás que es A molestar a todos los que estamos entrenado todo el año . Ahora y en septiembre Yo si gato sonriendo pulgar hacia arriba tono de piel claro medio Es lo mejor que he descubierto en mi vida comer sano gato sonriendo con ojos de corazón gato sonriendo con ojos de corazón gato sonriendo con ojos de corazón Yo las tengo hace 3 días ya cara sonriendo con sudor frío Si tienes la mala fortuna de lesionarte , por ejemplo la muñeca , para recuperarla haciendo ejercicios es la ideal Es el sentido que le veo o personas mayores que van al gym para movilidad Me lo apunto yo soy uno de los que lo hago mal El movimiento no es el mismo , en el Press banca no abres los brazos al bajar Felicidades , estás hecha una cría gato sonriendo con ojos sonrientes gato sonriendo con ojos sonrientes gato sonriendo con ojos sonrientes Carpe Diem ",0
subject192,Entre semana no tanto Aunque cuando mi madre hace comida que me gusta repito 2 veces Yo lo más importante que quiero Brazo y demás es secundario Pero correr se tarda mucho no en tener resultados Pero en la foto se te ve en forma Que eres mexicana o que Yo soy de Zaragoza Por cierto me llamo Marcos Naj no os preocupéis Ya os diré si pierdo Que me ayuda mucho la colegi Madrileña Los negros son así sin ir al gimnasio Están la mayoría cuadraos Y sabéis lo que pone en forma rápido y tiene que ser constante La calistenia en barras Te petas con eso de los parques A mí tan petao no me gustaría Yo sí fuera a un gym sería delgado pero definido y fuerte Yo siempre he sido ancho de espalda y algo fuerte pero me he ido engordando y me decían Marcos si bajas escaleras y subes te pondrás como un toro que tienes constitución fuerte y no tardarías en ganar fuerza u masa muscular Pero me he ido engordando Y con el trabajo que soy ayudante de panadero Levantando sacos y demás Gané algo más de brazo Y tengo más resistencia al hacer pesas en casa Ni napolitana ni nah Hay que tener fuerza jaja No estoy tan gordete Pero quiero bajar tripa Pues aver si lo conseguimos bro Tu un poco menos que yo Y eso porque es tío Que es eso marron Ya vi espero que no te molestará Y estas to cuadrao tío Y quiero perder peso Eso intentaré a partir de ahora tío Y ejércicios para hacer en casa En cada tengo pesas y una especie de tensador que supongo que será para brazos Ya te diré si progreso si quieres Te paso foto aquí espera Y a veces hago triceps en silla Bueno me voy a dormir Cómo va la tarde gente Que tal va el jueves Buenos días desde valencia Que en 6 horas o así vuelta a mí city Tú de valencia o que Buenas tardes desde Zaragoza Que tal va la semana ,0
subject184,"yo soy de Moncloa pero estoy en el Basic Fit , pago una mierda y como voy de mañana aunque se masifiquen no suele haber casi ni peter ... a ver , el truco es que tengo permanencia , sino pagaría 28-29 € me regalaron dos meses y matricula voy a Orense normalmente , pero sí , si tuviese que ir por las tardes al gym ni de coña estaría en esta cadena .. jajaja por las mañanas se va bien ahora han sacado una oferta que si os apuntáis dos personas sin permanencia os sale a cada una por unos 19 € mes , y con 15 € si quieres ir por la mañana está bien , o a clases colectivas , por las tardes no te lo recomiendo .. y ya último porque tampoco he ido a muchos más , está uno que se llama wellsport en la zona de ciudad universitaria-moncloa ... ese para universitarios vale 25 € mes sin permanencia , y muchas veces sacan ofertas matricula gratis era un antiguo club spa que valía la ostia ir , lo compraron otros y ahora es rollo club lowcost para la gente cercana a metropolitano-francos rodríguez está guay cara radiante con ojos sonrientes tu a cual vas Liz ? cierto ... la mayoría están por Móstoles , Fuenla pero hay uno nuevo en San Bernardo Buenos días musculosos , a darlo todo esta semana .. cohete Cuéntanos según vaya , que edad tiene y que dolencia ? Yo pronto te tomaré el ejemplo de estas horas Pero mi gym no abre hasta las 7 xd ",0
subject242,"Un poco tarde para los buenos días pero ando a tope de curro cara con mano sobre la boca Qué os toca entrenar hoy ? Me suena que empezabas con 8 y cada año ganabas 1 o 2 si no teías infracciones Holaaa bienvenido / a cara feliz con ojos sonrientes A mí me pone Puri Yo a mí es que me pone eso que se llama Puri , pero si dices que es Nere pues no sé . Me fui del grupo porque nos enfadamos y bueno pues eso Ohhh y . Qué deporte haces Puri ? Ohh muy bien el cardio apesta Ohhh en serio Puri ? A ver si queda.os un día para hacer culo cara con ojos cerrados y lengua fuera ohh pues si de verdad eres Nere , hola . Espero que podamos hacer las paces Lo pasado , pasado está Yo lo siento si no supe estar a la altura Tú también Nere cara lanzando un beso Me alegro mucho por tí cara lanzando un beso cara lanzando un beso Ese gym es el mejor de Burgos y no me puedo oponer a eso . Lo importante es tu futuro Me encantaría cara feliz con ojos sonrientes Aún sigues con él ? ? Not bad , aunque yo bajaría más despacio para tener un tiempo bajo tensión más alto Hoy por ejemplo haciendo curl con barra , con apenas 40 kilos pero con un TUT de 6 segundos . Acabas las 10 repes que te queman los brazos Yaaa . Siempre me siento desbordado de poder Es más , he ido a entrenar veces con un dolor de cabeza que no me tenía y salir con máximas y sin dolor de cabeza No me gusta tomar medicinas @USER la líbido no está relacionada con el.deseo ? El día de pierna es el mejor Me gusta entrenar pierna y ya Si , acabo que tengo que salir arrastrándome , pero esa sensación mola Al menos a mí Pues debo de ser raro . Yo es que me pone a tope ahí con 300 en la prensa . Estar muriendo y acabar con una sonrisa Café solo para apreciar los matices De ahí lo único que dejaría sería la creatina Quiero decir , yo sólo tomaría creatina . Todo lo demás fuera La gasolina del cuerpo es el ATP Lo que hace la creatina es "" fabricar "" más ATP Con la creatina puedes tirar un par de repes más y ya No sé si me he explicado Yo la última cogí fue la decathlon Pero a ver funciona por acumulación . Es decir , tienes que estudiar los depósitos de las células primero Pues hombre a mi me va de pm Sí que noto que el / los días que estoy cargado voy con más explosividad De nada . Para eso estamos cara sonriente Y lo del preentreno ... pues es que yo sinceramente soy más de tomarme mi taza de café y ha Que no te gusta el café ? Bueno pues entonces igual sí , pero tomarlo "" porque sí "" pues yo personalmente no Y no te lo digo a mal ehh MJ Buenos días y bienvenido Se me reventó el móvil De repente se apagó y ya no iba Tenía batería y todo ",0
